GEOID,crash_count,Area_km2,MedHHInc,Whites,Black,Asian,Native_Ame,Ethics_div,MedRent,MedHVal,Population,Building_d,Felony_den,Misdemeano,Violation.,Homeless_d,Unemployme,Public,Commercial,Industrial,Residential,Mixed.Use,commercial_density,tree_density,open_space_density,intersection_density,road_density,traffic_signals_density,parking_meter_density,Bus.Stop.Density,Bus.Line.Density,Metro.Stop.Density,Metro.Line.Density,SVI,GVI,VEI,VMI,VHI,avg_speed_limit,mean_elevation,mean_slope,geometry,geoid,SVI_road,SVI_sidewalk,SVI_building,SVI_wall,SVI_fence,SVI_pole,SVI_traffic_light,SVI_traffic_signal,SVI_vegetation,SVI_terrain,SVI_sky,SVI_person,SVI_rider,SVI_car,SVI_truck,SVI_bus,SVI_train,SVI_motorcycle,SVI_bicycle
60750260013,1,0.098481289,151209.0,17.00310559,0.0,36.95652174,0.0,0.646149599,1545.0,1169800.0,13078.62654,0.378990648,406.168526,335.0890339,284.3179682,71.07949205,4.467805519,0.0,0.0,0.0,91.81605304,8.183946961,3339.338302,3786.336342,0.0,368.1160333,25.56168866,26.29400238,604.7620547,105.176602,8.039215271,0.0,0.0,0.358114655,0.080816525,0.17459075,0.441074961,0.020104477,15.17186428,66.63768768310547,3.2884037494659424,"MULTIPOLYGON (((-122.4354 37.72391, -122.4348 37.72468, -122.43 37.7224, -122.4312 37.72086, -122.436 37.72313, -122.4354 37.72391)))",60750260013,0.400516,0.019788,0.094927,0.00036,0.001782,0.003733,6.4e-05,0.000174,0.07638,0.000251,0.361475,0.000661,0.000239,0.038017,0.000666,0.000477,0.000322,7.5e-05,9.4e-05
60750314022,1,0.162845237,170147.0,14.72964574,0.807955252,55.50031075,0.0,0.601747628,,1083900.0,9880.546861,0.23356336,147.3791949,208.7871928,67.54879768,36.84479874,2.579132474,35.85569737,0.0,0.0,63.53811296,0.606189671,906.3732203,3100.750491,15.90128457,254.4205531,17.93759148,0.0,0.0,15.90137414,5.610007495,0.0,0.0,0.41248246,0.050277968,0.113272703,0.426495955,0.028595474,15.93044227,105.61199951171876,5.42811918258667,"MULTIPOLYGON (((-122.4626 37.71657, -122.4561 37.71663, -122.4561 37.71408, -122.4626 37.71403, -122.4626 37.71431, -122.4626 37.71657)))",60750314022,0.380893,0.026756,0.06875,0.000726,0.004938,0.004593,8e-06,0.000201,0.046579,0.003853,0.413967,0.0006,0.000454,0.046763,0.000474,7e-05,0.00011,0.000147,0.000117
60750351023,1,0.12520426,141953.0,20.40382572,1.806588735,76.51434644,0.0,0.372434869,3129.0,1410900.0,7515.718719,0.287295639,159.7389738,183.6998199,63.89558953,15.97389738,0.0,6.689319809,0.0,0.0,90.24591415,3.064766044,1034.090525,4446.589257,0.0,372.272589,29.7543997,0.0,0.0,62.04578101,15.57980713,0.0,0.0,0.426510915,0.027755639,0.091073313,0.439412763,0.024211859,15.7453984,38.54608154296875,3.5193464756011963,"MULTIPOLYGON (((-122.5023 37.75495, -122.4954 37.75527, -122.4953 37.75341, -122.5022 37.75311, -122.5023 37.75495)))",60750351023,0.408218,0.022384,0.064517,0.000111,0.000486,0.003043,2.6e-05,0.000166,0.045646,0.016147,0.413361,0.000364,2.8e-05,0.024464,0.000273,0.00054,0.000134,2.7e-05,6.4e-05
60750161021,1,0.122872629,67738.0,17.5900277,13.85041551,24.23822715,0.415512465,0.891091996,1488.0,,5876.003538,0.171819589,830.1279236,1188.222322,512.7260705,1684.671374,25.33333333,49.9856019,0.0,0.0,50.00674904,0.007649056,758.6896408,8851.379142,42.14942449,421.4942449,24.83346133,189.6724102,1496.304569,63.22449289,15.32982999,0.0,0.0,0.381782405,0.086372442,0.131177686,0.43625172,0.021514046,20.03388778,32.181949615478516,4.349785804748535,"MULTIPOLYGON (((-122.4274 37.78206, -122.4241 37.78248, -122.4235 37.77967, -122.4234 37.77875, -122.425 37.77854, -122.4266 37.77833, -122.4274 37.78206)))",60750161021,0.398922,0.020059,0.057629,0.001445,0.008554,0.004182,0.000205,0.000407,0.085996,0.006542,0.376756,0.000522,0.000229,0.037259,0.000454,0.000305,0.000207,0.000178,0.000149
60750302022,1,0.115978327,149081.0,47.95439302,0.0,39.10127431,0.0,0.614339289,2887.0,1413500.0,12855.85026,0.426549293,379.3812284,543.2049407,94.8453071,86.22300646,5.220883534,0.0,0.0,0.0,64.87056556,35.12943444,8930.882742,8640.629053,0.0,267.9264823,30.57637845,66.98162057,4018.897234,133.9639958,20.73273835,111.6366631,5.712259211,0.321161194,0.056293182,0.227113647,0.409080963,0.032324677,17.25905621,84.65558624267578,3.066941022872925,"MULTIPOLYGON (((-122.4706 37.76385, -122.4642 37.76413, -122.464 37.76227, -122.4705 37.76203, -122.4706 37.76385)))",60750302022,0.391505,0.026207,0.156383,0.000874,0.001642,0.005724,0.000133,0.000468,0.047159,0.001311,0.338687,0.003659,0.000435,0.023206,0.000574,0.000747,0.000793,0.000268,0.000224
60750180001,2,0.106772693,130625.0,30.83421331,0.0,25.44878564,0.0,0.835005001,2447.0,1091300.0,8869.308905,0.529780416,252.8736435,749.2552401,168.582429,355.896239,4.227642276,0.0,0.0,0.0,0.0,100.0,15448.94523,5262.827496,0.0,388.0425804,27.9321453,24.25266127,5287.080157,24.25279789,54.60118467,24.25279789,0.0,0.316137069,0.032475452,0.224079037,0.416267127,0.032495532,19.6510434,7.605438232421875,2.974904775619507,"MULTIPOLYGON (((-122.3958 37.78132, -122.3928 37.77885, -122.395 37.77709, -122.3981 37.77957, -122.3958 37.78132)))",60750180001,0.38688,0.031067,0.19416,0.000582,0.00416,0.006226,0.000281,0.000534,0.032042,0.000335,0.314937,0.001325,0.000354,0.022933,0.00084,0.001227,0.001579,0.000291,0.000246
60750477012,1,0.12154552,134844.0,28.10155799,0.0,54.12579342,0.0,0.627923253,2237.0,1604200.0,14258.03271,0.394322166,477.1874766,1209.423432,164.5474057,98.72844343,12.97577855,0.0,0.0,0.0,84.30462521,15.69537479,3962.648403,4090.475771,0.0,426.0912261,30.0364469,85.21824523,1320.882801,106.5234066,22.44825071,0.0,0.0,0.384894553,0.037868028,0.141865934,0.439080056,0.018622581,17.02099663,49.281005859375,1.84612238407135,"MULTIPOLYGON (((-122.4826 37.78026, -122.4794 37.7804, -122.4792 37.77841, -122.4791 37.77655, -122.4823 37.7764, -122.4825 37.77826, -122.4826 37.78026)))",60750477012,0.409163,0.017646,0.108918,0.000101,0.000632,0.003656,0.000161,0.000377,0.037013,0.00455,0.385811,0.000794,0.000118,0.029449,0.000459,0.000583,0.00032,9.2e-05,0.000156
60750212003,1,0.10319569,250001.0,75.65922921,0.0,9.432048682,0.0,0.418671749,2496.0,2000001.0,9554.662642,0.331281083,174.42589,310.0904711,87.21294501,9.690327223,3.99408284,10.20550011,0.0,0.0,89.79449989,0.0,1706.31887,11367.09483,0.0,677.5089632,34.19752166,0.0,0.0,125.4653296,12.04113295,0.0,0.0,0.376687979,0.064629889,0.162287328,0.428774747,0.024708141,15.0,106.27571868896484,7.531888961791992,"MULTIPOLYGON (((-122.4403 37.75523, -122.4389 37.75543, -122.4378 37.75554, -122.4375 37.7527, -122.4425 37.75238, -122.4403 37.75523)))",60750212003,0.390876,0.024808,0.092722,0.000729,0.001312,0.003718,7e-06,0.000217,0.084185,0.001298,0.363274,0.000249,8.8e-05,0.035698,0.000545,5.5e-05,1.1e-05,0.000139,6.8e-05
60750611022,1,0.028228397,24403.0,0.0,0.0,91.21887287,4.718217562,0.165324416,670.0,987500.0,54059.03858,0.652289369,708.5064035,1948.39261,921.0583245,106.2759605,2.388535032,0.000299853,25.93238961,0.0,0.0,74.06731053,36418.68485,1100.81667,0.0,2293.368063,46.91242519,91.73472254,11008.1667,183.4704786,8.107590688,183.4704786,0.0,0.257741907,0.001447237,0.296492021,0.396911453,0.041809417,18.02860796,38.92031478881836,7.588799476623535,"MULTIPOLYGON (((-122.4083 37.79582, -122.4067 37.79603, -122.4063 37.79426, -122.4079 37.79406, -122.4083 37.79582)))",60750611022,0.354562,0.034662,0.294853,0.000151,0.001259,0.005562,0.000234,0.000551,0.001156,3.9e-05,0.257936,0.009426,0.000167,0.034958,0.003122,0.000849,0.000127,0.000196,0.00019
60750226001,1,0.410296005,237589.0,47.95963142,4.914436156,29.7498903,0.0,0.673888169,3334.0,1327800.0,5554.526426,0.357667901,370.4642461,333.9052744,136.4868275,448.4567189,0.61791967,14.08078955,0.0,57.17736581,4.40431545,24.33752919,5636.014735,6039.939643,0.0,334.5003146,35.02279557,37.86796014,2808.540377,69.42498468,45.82119796,56.8022602,13.39911314,0.3966127,0.050115045,0.129420697,0.44104971,0.019349326,33.87140138,7.57880163192749,2.723527669906616,"MULTIPOLYGON (((-122.3923 37.76026, -122.3876 37.76055, -122.3869 37.75417, -122.3828 37.75436, -122.3829 37.75359, -122.3831 37.75331, -122.3823 37.75315, -122.3912 37.75263, -122.3921 37.75587, -122.3922 37.75771, -122.3923 37.76026)))",60750226001,0.416332,0.019727,0.088628,0.003287,0.006773,0.005331,0.000294,0.000336,0.050107,0.001863,0.383863,0.000543,0.000168,0.019795,0.001599,0.000284,0.000666,0.00017,0.000233
60750260021,1,0.161478306,115729.0,37.38687783,3.563348416,29.41176471,0.0,0.710511532,3501.0,1130800.0,10948.83919,0.315738184,328.2174643,328.2174643,173.3979057,43.34947641,2.990897269,0.0,0.0,0.0,99.99683535,0.003164652,1074.414727,4810.812208,0.0,481.0812208,26.19105789,16.03604069,320.7208139,48.10839309,10.27900333,0.0,0.0,0.393183609,0.063426761,0.136093608,0.436610871,0.022550244,17.14634187,73.62346649169922,7.843808174133301,"MULTIPOLYGON (((-122.4318 37.72825, -122.4313 37.72873, -122.4304 37.72855, -122.4242 37.72874, -122.4269 37.72515, -122.4324 37.72764, -122.4318 37.72825)))",60750260021,0.395824,0.022018,0.078064,0.001904,0.00494,0.003572,2.5e-05,0.000192,0.052331,0.000858,0.399667,0.000424,0.000224,0.038795,0.000643,0.000143,0.000144,0.000129,0.000101
60750327007,1,0.112624024,250001.0,40.89403974,0.0,54.30463576,0.0,0.537868405,1536.0,1404100.0,10725.95314,0.253003265,44.39550139,115.4283036,35.51640111,97.67010306,10.76923077,28.23544393,0.0,0.0,71.76455607,0.0,919.6822048,9104.853828,0.0,413.8569922,38.6450975,68.97616536,0.0,114.9609232,34.89570714,68.97655392,6.928210898,0.390655231,0.08560791,0.100717926,0.423278522,0.022247982,23.36324117,52.377681732177734,3.079859972000122,"MULTIPOLYGON (((-122.4961 37.76467, -122.4933 37.76477, -122.4932 37.76285, -122.4931 37.76099, -122.4947 37.76092, -122.4957 37.759, -122.4958 37.76087, -122.496 37.76273, -122.4961 37.76467)))",60750327007,0.407058,0.019717,0.044325,0.000315,0.000469,0.003749,0.000111,0.000335,0.08518,0.028601,0.390341,0.000274,9.4e-05,0.01815,0.000158,0.000137,0.000861,6.8e-05,5.9e-05
60750207013,1,0.069265349,137250.0,53.40909091,7.792207792,9.415584416,0.0,0.657304141,1783.0,1676500.0,8893.335641,0.415063878,476.428695,332.0563632,144.3723318,375.3680628,11.82572614,0.0,0.0,0.0,88.7385688,11.2614312,5495.611774,12598.78346,0.0,523.3915976,34.53425848,74.77022822,1196.323652,0.0,0.0,0.0,0.0,0.318074467,0.117444453,0.218046465,0.427512365,0.026045938,18.43620076,37.61668395996094,6.493107795715332,"MULTIPOLYGON (((-122.4257 37.75823, -122.4213 37.7585, -122.4211 37.7569, -122.4255 37.75664, -122.4257 37.75823)))",60750207013,0.395325,0.022273,0.100367,0.001437,0.000948,0.002942,0.000356,0.000399,0.105281,0.00551,0.330388,0.000781,0.000135,0.03301,0.000374,7.2e-05,5.3e-05,0.00024,0.000108
60750452022,1,0.11666569,175833.0,69.55205811,0.0,21.67070218,0.0,0.468702915,2592.0,1720100.0,14160.11853,0.390003121,445.7180166,1457.155054,180.0015067,222.8590083,1.645338208,4.315186592,0.0,0.0,83.71001802,11.97479539,2596.900358,4394.754452,0.0,266.3487547,23.15766995,22.19572956,177.5658365,177.5668367,32.35869451,0.0,0.0,0.378243217,0.045653274,0.152065853,0.441744501,0.020335277,16.6402334,70.0812759399414,2.577871084213257,"MULTIPOLYGON (((-122.4672 37.77709, -122.464 37.77723, -122.4637 37.77362, -122.4653 37.77342, -122.467 37.77335, -122.4671 37.77522, -122.4672 37.77709)))",60750452022,0.406048,0.019327,0.105857,0.000602,0.000683,0.005315,5.8e-05,0.000182,0.045104,0.000943,0.379195,0.000497,0.000239,0.034715,0.000802,4.1e-05,8.6e-05,0.000233,7.3e-05
60750329022,1,0.167977535,140625.0,26.80115274,1.296829971,66.13832853,0.0,0.490573275,3501.0,1568400.0,8263.009692,0.314062296,5.953177011,5.953177011,5.953177011,59.53177011,24.20091324,6.648587272,0.0,0.0,86.56107,6.790342732,2759.370549,4069.686173,0.0,0.0,20.2035778,0.0,1125.329889,77.07782383,3.984244021,0.0,0.0,0.4233992,0.03642343,0.092413778,0.442445027,0.019186128,17.76616923,76.05805969238281,3.266118288040161,"MULTIPOLYGON (((-122.4953 37.75341, -122.4861 37.75382, -122.486 37.75195, -122.4952 37.75154, -122.4953 37.75341)))",60750329022,0.410798,0.01827,0.060847,0.000165,0.000279,0.003705,4.7e-05,0.000186,0.046377,0.014662,0.416384,0.000468,0.00013,0.02652,0.000839,6e-05,9.1e-05,9.5e-05,7.8e-05
60750263022,1,0.14171619,122550.0,16.8699187,0.0,60.97560976,5.995934959,0.595940536,2102.0,1112200.0,6943.455088,0.295405978,84.67628156,176.4089199,70.56356796,7.056356796,4.887218045,8.580478895,0.0,0.0,91.4195211,0.0,749.1581433,5463.372801,0.0,493.3480456,33.16052197,0.0,0.0,237.539286,18.14261145,0.0,0.0,0.434349235,0.035864211,0.095454791,0.43085835,0.021363237,15.0,95.19960021972656,4.870973587036133,"MULTIPOLYGON (((-122.437 37.71075, -122.4342 37.71137, -122.433 37.71273, -122.4308 37.7103, -122.4334 37.70823, -122.4346 37.70813, -122.4368 37.71016, -122.437 37.71075)))",60750263022,0.395277,0.023075,0.068693,0.00044,0.002096,0.003953,1.1e-05,0.000181,0.03901,0.007762,0.427141,0.000245,0.000189,0.031186,0.000283,0.000282,3.8e-05,7.2e-05,6.6e-05
60750165002,1,0.092415402,176989.0,67.66635426,8.809746954,5.904404873,15.46391753,0.506965812,2814.0,1724100.0,11545.69456,0.372695449,627.6010163,573.4974804,530.2146517,1558.181834,0.0,16.19275958,0.0,0.0,77.70892666,6.098313765,4315.097492,6948.988169,0.0,560.4022717,35.50489876,140.1005679,0.0,224.1621714,21.18701365,0.0,0.0,0.339066424,0.102401687,0.180773221,0.429199156,0.027488463,18.96347953,75.09376525878906,3.3334529399871826,"MULTIPOLYGON (((-122.4481 37.7756, -122.4465 37.7758, -122.4448 37.77602, -122.4442 37.77321, -122.4475 37.77279, -122.4481 37.7756)))",60750165002,0.40375,0.025708,0.085605,0.000288,0.001602,0.004744,0.000448,0.000538,0.102161,0.00855,0.339292,0.00053,0.000117,0.025459,0.000518,9.3e-05,0.000233,0.000183,0.00018
60750167001,1,0.09194016,207028.0,75.25309336,12.82339708,5.061867267,0.0,0.414588503,2555.0,1673800.0,19338.66541,0.461982195,685.2283018,1207.307008,337.175831,97.8897574,9.417344173,4.72968e-05,0.0,0.0,85.80973478,14.19021793,7266.572586,8900.143168,0.0,563.3002005,29.70311323,140.8250501,0.0,56.33033737,20.44819315,0.0,0.0,0.331631658,0.083383628,0.203501399,0.434296051,0.023481132,16.60893591,53.44332504272461,3.7235496044158936,"MULTIPOLYGON (((-122.4358 37.77335, -122.4325 37.77376, -122.4319 37.77096, -122.4352 37.77055, -122.4354 37.77148, -122.4358 37.77335)))",60750167001,0.399833,0.021931,0.120829,0.000278,0.000775,0.004865,0.000155,0.000328,0.086177,0.000828,0.328341,0.000867,0.000211,0.032568,0.000931,0.000383,9e-05,0.000358,0.000252
60750125023,1,0.015292469,18707.0,14.996115,17.17171717,16.62781663,15.61771562,0.802739607,501.0,,84159.07419,0.597485439,4642.808289,5819.858277,5035.158285,2288.708311,19.91786448,0.014762357,0.0,0.0,0.0,99.98523764,20997.25403,2031.992325,0.0,338.6653876,35.51802011,169.3326938,6434.642364,169.3336477,15.42612077,0.0,0.0,0.276041667,0.00716273,0.256053925,0.43715922,0.020751953,20.0,19.505760192871097,6.5643181800842285,"MULTIPOLYGON (((-122.4126 37.78393, -122.411 37.78414, -122.4108 37.78321, -122.4124 37.783, -122.4126 37.78393)))",60750125023,0.401105,0.013629,0.245349,0.000424,0.008704,0.004064,0.000428,0.000743,0.005082,0.000541,0.279923,0.003935,0.000394,0.033158,0.001192,0.000292,0.000304,0.000277,0.000456
60750451002,1,0.109678638,143304.0,47.73629865,2.065131056,41.85861795,2.621127879,0.595796682,2090.0,1787300.0,11478.99011,0.364100492,100.2930033,227.9386439,82.05791182,164.1158236,3.765690377,0.003772918,0.0,0.0,92.15744059,7.838786494,2927.605419,6728.770519,0.0,330.5360957,28.61883269,70.82916336,590.243028,118.0492706,16.69649419,0.0,0.0,0.359829568,0.088034585,0.173140601,0.431735693,0.022648996,16.55187283,68.22925567626953,3.0837273597717285,"MULTIPOLYGON (((-122.464 37.77723, -122.4608 37.77738, -122.4606 37.77403, -122.4637 37.77362, -122.464 37.77723)))",60750451002,0.404769,0.021304,0.081978,0.00043,0.003545,0.004169,2.3e-05,0.000137,0.09013,0.002753,0.361558,0.000358,0.000155,0.027166,0.00115,0.000102,1.9e-05,0.000179,7.5e-05
60750229022,1,0.074670203,190625.0,50.43706294,0.0,13.02447552,1.835664336,0.695568854,2591.0,1669100.0,15320.70301,0.415554984,334.8055727,334.8055727,107.1377833,40.17666873,3.737113402,6.584020899,0.0,0.0,92.34772426,1.068254843,3086.440639,9467.396568,0.0,208.0746498,25.77429931,0.0,0.0,34.67930366,13.47302206,0.0,0.0,0.381452207,0.052321257,0.147648564,0.434064512,0.020712958,15.56165926,14.15325164794922,2.84332275390625,"MULTIPOLYGON (((-122.4117 37.75103, -122.409 37.7512, -122.4087 37.7484, -122.4106 37.74837, -122.4115 37.74834, -122.4117 37.75103)))",60750229022,0.394114,0.020544,0.113754,0.000267,0.001256,0.004415,0.000147,0.00024,0.05088,0.001948,0.373564,0.00039,0.0002,0.037291,0.000661,1.9e-05,6.2e-05,0.000176,7.1e-05
